TimeStamps,AnkleAccelerometer,,,AnkleAngularVelocity,,,AnkleLuminosity,RightPocketAccelerometer,,,RightPocketAngularVelocity,,,RightPocketLuminosity,BeltAccelerometer,,,BeltAngularVelocity,,,BeltLuminosity,NeckAccelerometer,,,NeckAngularVelocity,,,NeckLuminosity,WristAccelerometer,,,WristAngularVelocity,,,WristLuminosity,BrainSensor,Infrared1,Infrared2,Infrared3,Infrared4,Infrared5,Infrared6,Subject,Activity,Trial,
2018-07-11T13:40:59.756737,-0.272,-0.869,0.461,-0.061,0.183,0.183,318.198,0.324,-0.076,-0.871,-0.732,-0.732,-0.366,0,0.224,0.016,-0.929,0.732,0.671,0.427,0,-0.005,0.036,-1.072,2.378,-3.902,0.366,0.948,-0.241,-0.058,1.062,0.427,0.549,0.244,1119.916,316,0,1,0,1,0,0,2,2,2,11
2018-07-11T13:40:59.813388,-0.27,-0.87,0.457,-0.183,0.244,0.122,318.198,0.324,-0.076,-0.872,-0.732,-0.549,-0.366,0,0.227,0.016,-0.933,1.037,0.488,0.488,0,-0.008,0.034,-1.076,1.341,-1.768,0.305,0.948,-0.236,-0.053,1.062,-0.61,0.366,0.122,1119.916,356,0,1,0,1,0,0,2,2,2,11
2018-07-11T13:40:59.865527,-0.27,-0.87,0.457,0.122,0.549,0.061,318.198,0.327,-0.076,-0.872,-0.488,-0.793,-0.305,0,0.227,0.016,-0.933,1.098,0.244,0.427,0,-0.008,0.034,-1.076,0.488,3.354,0.244,0.948,-0.237,-0.062,1.063,-0.671,0.183,0.061,1119.916,229,0,1,0,1,0,0,2,2,2,11
2018-07-11T13:40:59.928696,-0.273,-0.867,0.461,-0.305,0.732,0.061,318.198,0.327,-0.076,-0.872,-0.488,-0.915,-0.244,0,0.226,0.015,-0.932,0.793,0.061,0.366,0,-0.006,0.034,-1.057,0.244,0.061,0.366,0.948,-0.237,-0.058,1.062,0.732,1.28,0.244,1119.916,168,0,1,0,1,0,0,2,2,2,11
2018-07-11T13:40:59.993872,-0.277,-0.867,0.458,-0.427,0.732,0,318.198,0.325,-0.077,-0.871,-0.366,-0.976,-0.183,0,0.224,0.013,-0.928,1.037,-0.061,0.427,0,-0.005,0.035,-1.07,0.244,-0.915,0.122,0.948,-0.237,-0.058,1.062,0.305,1.28,0.305,1119.916,-17,0,1,0,1,0,0,2,2,2,11
2018-07-11T13:41:00.110187,-0.271,-0.869,0.461,-0.732,0.305,0,296.916,0.325,-0.076,-0.875,-0.732,-0.793,-0.244,0,0.225,0.015,-0.936,1.341,-0.122,0.549,0,-0.011,0.034,-1.057,-0.305,-0.488,0.244,0.948,-0.239,-0.057,1.063,0.122,0.732,0.183,1153.186,-35,1,1,0,1,1,0,2,2,2,11
2018-07-11T13:41:00.164336,-0.27,-0.869,0.458,0.183,0.732,0.061,296.916,0.325,-0.076,-0.875,-0.488,-0.976,-0.183,0,0.225,0.015,-0.936,1.098,-0.061,0.427,0,-0.011,0.034,-1.057,1.28,0.427,0.305,0.948,-0.238,-0.056,1.062,0.427,0.549,-0.061,1153.186,-44,1,1,0,1,1,0,2,2,2,11
2018-07-11T13:41:00.210459,-0.276,-0.867,0.46,-0.244,0.671,0.122,296.916,0.324,-0.078,-0.872,-0.305,-0.915,-0.183,0,0.223,0.011,-0.928,0.61,-0.122,0.305,0,-0.007,0.034,-1.066,1.22,0.732,0.427,0.948,-0.238,-0.056,1.062,0.366,0.183,-0.122,1153.186,59,1,1,0,1,1,0,2,2,2,11
2018-07-11T13:41:00.261600,-0.276,-0.867,0.46,-0.488,0.549,0.183,296.916,0.326,-0.077,-0.868,-0.915,-1.098,-0.366,0,0.223,0.011,-0.928,0.305,-0.122,0.183,0,-0.007,0.034,-1.066,-0.122,0.122,0.488,0.948,-0.237,-0.06,1.062,0.061,-0.183,0.061,1153.186,67,1,1,0,1,1,0,2,2,2,11
2018-07-11T13:41:00.327777,-0.276,-0.866,0.461,-0.366,0.305,-0.183,296.916,0.326,-0.077,-0.868,-1.037,-0.854,-0.427,0,0.226,0.011,-0.932,1.159,0.549,0.549,0,-0.007,0.039,-1.069,-1.28,0.793,0.305,0.948,-0.238,-0.057,1.063,0.671,0.061,0.183,1153.186,105,1,1,0,1,1,0,2,2,2,11
2018-07-11T13:41:00.378918,-0.269,-0.87,0.461,-0.427,0.305,-0.061,296.916,0.327,-0.075,-0.875,-0.732,-0.854,-0.305,0,0.225,0.013,-0.936,1.28,0.427,0.549,0,-0.008,0.039,-1.069,-0.549,0.61,0.366,0.948,-0.238,-0.057,1.063,0.427,0.366,0.061,1153.186,120,1,1,0,1,1,0,2,2,2,11
2018-07-11T13:41:00.430055,-0.269,-0.87,0.461,-0.305,0.549,0.061,296.916,0.324,-0.076,-0.872,-0.549,-1.098,-0.244,0,0.224,0.011,-0.929,0.915,-0.061,0.427,0,-0.006,0.04,-1.064,0,1.402,0.244,0.948,-0.236,-0.057,1.06,0.366,0.366,0.122,1153.186,52,1,1,0,1,1,0,2,2,2,11
2018-07-11T13:41:00.476183,-0.272,-0.867,0.463,-0.244,0.61,0.061,296.916,0.324,-0.076,-0.872,-0.488,-1.098,-0.244,0,0.224,0.011,-0.929,0.671,-0.061,0.427,0,-0.006,0.04,-1.064,-0.183,1.341,0.305,0.948,-0.236,-0.057,1.06,0.793,-0.305,0.122,1153.186,261,1,1,0,1,1,0,2,2,2,11
2018-07-11T13:41:00.523309,-0.276,-0.867,0.46,-0.427,0.61,0,296.916,0.325,-0.075,-0.871,-0.671,-0.915,-0.244,0,0.224,0.009,-0.931,0.976,0.061,0.488,0,-0.005,0.04,-1.067,0.976,0.732,0.366,0.948,-0.236,-0.055,1.061,0.61,0.305,0.183,1153.186,128,1,1,0,1,1,0,2,2,2,11
2018-07-11T13:41:00.569437,-0.276,-0.867,0.46,-0.305,0.61,0,296.916,0.325,-0.075,-0.871,-0.61,-0.854,-0.244,0,0.224,0.009,-0.931,0.915,0.183,0.427,0,-0.005,0.04,-1.067,0.305,0.671,0.244,0.948,-0.236,-0.055,1.065,0.305,-0.61,0,1153.186,66,1,1,0,1,1,0,2,2,2,11
2018-07-11T13:41:00.632107,-0.271,-0.867,0.464,0.061,0.488,0.122,296.916,0.327,-0.077,-0.873,-0.976,-0.854,-0.427,0,0.225,0.01,-0.933,0.671,0.671,0.427,0,-0.005,0.041,-1.071,1.402,-0.671,0.183,0.948,-0.236,-0.055,1.065,0.183,0.122,0.061,1153.186,164,1,1,0,1,1,0,2,2,2,11
2018-07-11T13:41:00.687759,-0.269,-0.868,0.461,-0.549,0.61,0.122,296.916,0.324,-0.074,-0.874,-0.732,-0.671,-0.305,0,0.225,0.012,-0.934,0.915,0.244,0.427,0,-0.008,0.039,-1.065,1.951,0.427,0.244,0.948,-0.236,-0.053,1.063,-0.549,0.061,-0.122,1153.186,-4,1,1,0,1,1,0,2,2,2,11
2018-07-11T13:41:00.742907,-0.269,-0.868,0.461,0,0.732,0.183,296.916,0.326,-0.075,-0.871,-0.366,-0.976,-0.244,0,0.225,0.012,-0.934,1.037,-0.061,0.427,0,-0.008,0.039,-1.065,1.22,3.354,0.305,0.948,-0.233,-0.062,1.06,-0.549,0.305,-0.061,1153.186,26,1,1,0,1,1,0,2,2,2,11
2018-07-11T13:41:00.789033,-0.276,-0.865,0.465,0.122,0.732,0.061,296.916,0.326,-0.075,-0.871,-0.427,-0.976,-0.244,0,0.224,0.007,-0.927,0.732,0.122,0.366,0,0,0.038,-1.062,0.183,3.841,0.122,0.948,-0.233,-0.062,1.06,0.732,0.549,0.244,1153.186,26,1,1,0,1,1,0,2,2,2,11
2018-07-11T13:41:00.840673,-0.274,-0.864,0.462,-0.976,0.305,-0.061,296.916,0.326,-0.076,-0.87,-0.732,-0.915,-0.305,0,0.226,0.009,-0.933,0.732,0.305,0.366,0,0,0.037,-1.079,2.378,0.427,0.549,0.948,-0.233,-0.059,1.064,0.427,0.183,0.305,1153.186,22,1,1,0,1,1,0,2,2,2,11
2018-07-11T13:41:00.881284,-0.274,-0.864,0.462,-0.915,0.549,-0.122,296.916,0.326,-0.076,-0.87,-0.915,-0.854,-0.427,0,0.226,0.009,-0.933,1.22,0.366,0.549,0,0,0.037,-1.079,4.451,-2.805,0.671,0.948,-0.233,-0.059,1.064,-0.061,1.037,0.305,1153.186,32,1,1,0,1,1,0,2,2,2,11
2018-07-11T13:41:00.942450,-0.27,-0.853,0.456,-0.976,1.28,0.061,296.916,0.326,-0.076,-0.877,-0.427,-0.976,-0.183,0,0.225,0.009,-0.938,1.463,0.244,0.549,0,-0.006,0.031,-1.063,2.378,1.585,0.305,0.948,-0.235,-0.055,1.061,1.037,0.976,0.305,1153.186,33,1,1,0,1,1,0,2,2,2,11
2018-07-11T13:41:01.000607,-0.283,-0.905,0.47,-3.11,2.805,0.488,296.916,0.325,-0.075,-0.872,-0.122,-0.976,-0.122,0,0.224,0.007,-0.926,1.28,0,0.61,0,-0.001,0.029,-1.058,2.683,0.549,0.366,0.829,-0.238,-0.055,1.063,0.854,0.976,0.244,1153.186,-502,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:01.055760,-0.283,-0.905,0.47,4.512,0.732,-0.305,296.916,0.327,-0.074,-0.87,-0.366,-0.976,-0.183,0,0.224,0.007,-0.926,1.037,0,0.488,0,-0.001,0.029,-1.058,-0.671,1.829,0,0.829,-0.238,-0.058,1.063,-0.305,0.305,0.122,1153.186,248,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:01.104892,-0.271,-0.846,0.476,8.293,-1.524,-0.671,296.916,0.327,-0.074,-0.87,-1.159,-0.793,-0.488,0,0.225,0.006,-0.929,0.854,0.244,0.427,0,-0.001,0.036,-1.068,-0.732,1.341,0.244,0.829,-0.238,-0.058,1.063,-0.061,-0.305,0.061,1153.186,-474,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:01.150017,-0.271,-0.846,0.476,2.927,-1.524,0.61,296.916,0.326,-0.075,-0.872,-1.402,-0.976,-0.549,0,0.225,0.006,-0.936,0.732,0.366,0.366,0,0,0.032,-1.071,1.707,0.854,0.488,0.829,-0.235,-0.054,1.065,0.488,0.061,0.122,1153.186,-221,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:01.198145,-0.261,-0.834,0.454,-2.195,-0.854,2.012,296.916,0.326,-0.075,-0.872,-0.732,-0.976,-0.366,0,0.225,0.006,-0.936,0.976,0.122,0.366,0,0,0.032,-1.071,0.549,-0.427,0.305,0.829,-0.235,-0.054,1.065,-0.244,0.305,0.122,1153.186,-54,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:01.264327,-0.277,-0.926,0.43,-8.415,0.732,1.037,296.916,0.327,-0.076,-0.874,-0.366,-0.793,-0.244,0,0.226,0.006,-0.935,1.22,0.427,0.549,0,0.001,0.033,-1.073,-1.098,0.976,0.183,0.829,-0.234,-0.056,1.062,0.488,0.488,0.244,1153.186,-194,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:01.313458,-0.277,-0.926,0.43,8.354,3.171,-3.171,296.916,0.324,-0.075,-0.874,-0.183,-0.671,-0.122,0,0.226,0.005,-0.929,1.22,0.305,0.549,0,-0.001,0.037,-1.061,-0.305,2.134,0.183,0.829,-0.239,-0.058,1.062,0.61,0.976,0.244,1153.186,316,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:01.381646,-0.282,-0.802,0.5,-6.829,1.89,-0.671,296.916,0.328,-0.074,-0.871,-1.28,-0.793,-0.305,0,0.226,0.005,-0.929,0.976,0,0.549,0,0.002,0.033,-1.066,1.829,2.317,0.366,0.829,-0.236,-0.054,1.062,1.28,0,0.183,1153.186,96,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:01.480916,-0.284,-0.891,0.483,0.915,0.732,0.122,296.916,0.329,-0.074,-0.87,-0.549,-0.61,-0.427,0,0.227,0.003,-0.93,0.976,-0.488,0.305,0,0.003,0.036,-1.065,-1.037,0.244,0.183,0.829,-0.236,-0.055,1.065,0.183,0.427,0.183,1153.186,-369,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:01.590712,-0.254,-0.816,0.442,-2.866,-2.134,3.293,296.916,0.324,-0.077,-0.873,-1.22,-1.037,-0.549,0,0.224,0.004,-0.933,0.854,-0.061,0.427,0,0.003,0.036,-1.059,1.098,0.366,0.549,0.829,-0.235,-0.056,1.062,0.366,-0.122,-0.061,1153.186,-3,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:01.632824,-0.254,-0.816,0.442,-15.854,1.768,0.305,296.916,0.324,-0.075,-0.87,-0.122,-1.098,-0.183,0,0.226,0.002,-0.933,1.098,-0.244,0.549,0,0.004,0.036,-1.069,0.366,0.854,0.549,0.829,-0.235,-0.058,1.063,0.244,0.305,0,1153.186,118,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:01.699001,-0.282,-0.957,0.42,14.878,3.72,-6.037,296.916,0.327,-0.074,-0.876,-0.61,-0.549,-0.183,0,0.226,0.002,-0.933,1.159,0.549,0.549,0,0.005,0.037,-1.073,-0.671,0.488,0.366,0.829,-0.236,-0.053,1.064,0.915,0.427,0.183,1153.186,-326,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:01.751642,-0.286,-0.802,0.541,22.988,-0.488,-1.037,296.916,0.327,-0.074,-0.876,-0.915,0.183,-0.366,0,0.225,0.001,-0.933,1.402,-0.366,0.671,0,0.005,0.037,-1.073,1.037,-0.549,0.366,0.829,-0.236,-0.053,1.064,0.61,0.915,0.061,1153.186,396,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:01.809295,-0.271,-0.838,0.477,-13.598,1.951,-2.317,296.916,0.326,-0.073,-0.871,-0.915,-1.768,-0.244,0,0.225,0,-0.93,1.341,-0.427,0.549,0,0.004,0.037,-1.07,1.707,-1.098,0.366,0.829,-0.235,-0.053,1.062,-0.244,-0.549,0.122,1153.186,-124,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:01.897531,-0.268,-0.883,0.454,0.305,-0.549,2.256,296.916,0.328,-0.073,-0.87,-0.671,-0.549,-0.366,0,0.226,0,-0.934,1.463,0.549,0.61,0,0.001,0.038,-1.062,0.061,-0.061,0.244,0.829,-0.234,-0.057,1.063,0.793,0.244,0.183,1153.186,-124,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:01.949671,-0.268,-0.883,0.454,0.549,0.305,1.524,296.916,0.324,-0.074,-0.875,-1.159,-1.098,-0.366,0,0.225,0,-0.934,1.402,0.366,0.61,0,0.002,0.036,-1.068,0.854,-0.122,0.244,0.829,-0.234,-0.052,1.063,0.854,0.427,0.183,1153.186,64,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:01.992284,-0.273,-0.861,0.474,1.524,0.366,0.122,296.916,0.326,-0.073,-0.873,-0.305,-0.732,-0.183,0,0.225,0,-0.934,1.037,0,0.549,0,0.002,0.036,-1.068,1.037,0.671,0.366,0.829,-0.234,-0.052,1.063,0.671,0.061,0.061,1153.186,130,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:02.053448,-0.278,-0.849,0.48,-0.793,0.732,-0.061,305.842,0.326,-0.073,-0.873,-0.427,-0.976,-0.183,0,0.225,-0.003,-0.931,0.854,-0.061,0.427,0,0.003,0.036,-1.068,0.854,0.61,0.366,0.829,-0.233,-0.052,1.062,0.305,0.061,0.122,1147.432,418,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:02.109096,-0.278,-0.849,0.48,-3.476,0.793,0.488,305.842,0.325,-0.075,-0.871,-0.732,-0.854,-0.305,0,0.226,-0.002,-0.932,0.976,0.488,0.488,0,0.003,0.037,-1.066,0.061,0.305,0.305,0.829,-0.233,-0.053,1.063,0.122,0.183,0.122,1147.432,-322,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:02.163241,-0.272,-0.875,0.467,-3.902,0.61,0.427,305.842,0.326,-0.073,-0.873,-0.732,-1.22,-0.244,0,0.226,-0.002,-0.932,0.671,0,0.488,0,0.003,0.037,-1.066,0.427,0.122,0.305,0.829,-0.233,-0.053,1.063,0.061,0.366,0.122,1147.432,-24,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:02.269525,-0.271,-0.865,0.47,1.951,0.427,-0.427,305.842,0.327,-0.071,-0.873,-0.671,-0.915,-0.366,0,0.228,-0.003,-0.931,1.037,0.122,0.488,0,-0.001,0.036,-1.067,1.037,-0.549,0.305,0.829,-0.235,-0.053,1.062,0.366,0.61,0.244,1147.432,380,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:02.332693,-0.274,-0.85,0.482,-0.244,0.183,-0.122,305.842,0.326,-0.074,-0.871,-0.549,-0.671,-0.366,0,0.228,-0.003,-0.931,1.037,0.244,0.427,0,0,0.033,-1.067,1.585,-0.793,0.305,0.829,-0.232,-0.05,1.065,0.366,-0.061,0.183,1147.432,310,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:02.384332,-0.274,-0.862,0.47,-2.073,0.122,-0.244,305.842,0.324,-0.077,-0.873,-0.61,-0.793,-0.366,0,0.222,-0.004,-0.931,0.854,-0.427,0.305,0,0,0.033,-1.067,1.524,-1.28,0.305,0.829,-0.232,-0.05,1.065,0.366,0.61,0.244,1147.432,-310,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:02.444994,-0.274,-0.862,0.47,-1.89,0.366,-0.183,305.842,0.324,-0.077,-0.873,-0.671,-1.037,-0.366,0,0.226,-0.005,-0.933,0.366,0.305,0.244,0,0,0.036,-1.068,-0.427,-0.305,0.183,0.829,-0.231,-0.053,1.063,-0.122,-0.305,0.244,1147.432,-90,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:02.491618,-0.271,-0.867,0.466,1.22,0.915,0.305,305.842,0.326,-0.072,-0.876,-0.976,-1.098,-0.244,0,0.226,-0.005,-0.933,0.366,0.488,0.366,0,0,0.036,-1.068,-0.427,-0.244,0.244,0.829,-0.231,-0.053,1.063,-0.183,0.183,0.122,1147.432,728,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:02.538744,-0.272,-0.857,0.478,0.854,0.732,0.244,305.842,0.326,-0.072,-0.876,-0.793,-0.976,-0.183,0,0.226,-0.001,-0.934,0.671,0.366,0.427,0,-0.005,0.036,-1.069,0.549,-0.122,0.305,0.829,-0.234,-0.052,1.064,0.427,0.793,0.183,1147.432,35,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:02.605924,-0.272,-0.857,0.478,-0.427,0.549,0.122,305.842,0.324,-0.071,-0.872,-0.061,-0.854,-0.183,0,0.224,-0.003,-0.928,0.183,-0.305,0.122,0,-0.004,0.035,-1.065,0.915,0.488,0.305,0.829,-0.233,-0.052,1.062,0.244,0.732,0.122,1147.432,-199,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:02.664580,-0.274,-0.859,0.474,-0.732,0.793,0.061,305.842,0.326,-0.073,-0.87,-0.427,-0.732,-0.366,0,0.225,-0.004,-0.93,-0.061,0.183,0.122,0,-0.002,0.037,-1.067,-0.183,-0.061,0.244,0.829,-0.231,-0.054,1.064,0.122,-0.122,0.183,1147.432,256,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:02.730258,-0.275,-0.862,0.471,0.549,0.671,0.061,305.842,0.328,-0.074,-0.873,-0.671,-0.671,-0.366,0,0.225,-0.004,-0.93,-0.061,0.183,0.183,0,-0.002,0.037,-1.067,-0.183,-0.122,0.244,0.829,-0.231,-0.054,1.064,0.244,0.488,0.244,1147.432,74,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:02.832536,-0.272,-0.86,0.479,0.061,0.732,0.183,305.842,0.327,-0.073,-0.875,-0.305,-0.732,-0.244,0,0.224,0,-0.93,-0.061,-0.122,0.122,0,-0.007,0.035,-1.068,1.402,0.061,0.305,0.829,-0.235,-0.051,1.063,0.061,0.61,0.122,1147.432,262,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:02.902724,-0.273,-0.86,0.477,-0.549,0.732,0.061,305.842,0.326,-0.074,-0.87,-0.488,-0.732,-0.366,0,0.224,0,-0.93,-0.427,-0.183,0,0,-0.006,0.035,-1.062,-0.061,0.366,0.305,0.829,-0.232,-0.052,1.063,-0.061,-0.183,0.122,1147.432,267,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:02.948851,-0.273,-0.86,0.475,0.244,0.793,0.122,305.842,0.326,-0.074,-0.872,-0.671,-0.61,-0.427,0,0.224,0.001,-0.932,-0.305,-0.061,0.061,0,-0.006,0.035,-1.062,0.305,0.549,0.305,0.829,-0.232,-0.052,1.063,-0.122,0.366,0.122,1147.432,282,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:02.991966,-0.273,-0.86,0.475,0.732,0.793,0.183,305.842,0.326,-0.074,-0.872,-0.549,-0.671,-0.366,0,0.223,0.001,-0.932,-0.061,-0.183,0.122,0,-0.004,0.036,-1.07,0.305,-0.427,0.244,0.829,-0.231,-0.054,1.065,-0.122,0.549,0.122,1147.432,134,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:03.058149,-0.28,-0.856,0.481,-0.122,0.671,0.122,305.842,0.327,-0.075,-0.871,-0.793,-0.793,-0.366,0,0.223,0.001,-0.932,-0.732,-0.183,-0.122,0,-0.007,0.039,-1.064,0.061,0.305,0.244,0.829,-0.235,-0.057,1.063,-0.244,0.61,0.122,1147.432,-261,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:03.107280,-0.271,-0.86,0.478,-0.915,0.61,0.061,305.842,0.326,-0.072,-0.872,-0.549,-0.671,-0.305,0,0.227,0.005,-0.934,0.061,0.183,0.183,0,-0.007,0.039,-1.064,0.122,0.366,0.244,0.829,-0.235,-0.057,1.063,0.366,0.732,0.244,1147.432,168,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:03.164437,-0.271,-0.86,0.478,-0.854,0.671,0.122,305.842,0.326,-0.072,-0.872,-0.427,-0.671,-0.305,0,0.223,0.005,-0.933,0.122,0.061,0.183,0,-0.007,0.037,-1.065,0.671,0.671,0.244,0.829,-0.234,-0.052,1.062,0.244,0.305,0.122,1147.432,-234,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:03.218584,-0.274,-0.858,0.477,0.244,0.793,0,305.842,0.327,-0.073,-0.869,-0.549,-0.915,-0.305,0,0.223,0.005,-0.933,0.366,0,0.305,0,-0.003,0.037,-1.069,1.646,0.793,0.305,0.829,-0.23,-0.055,1.064,0.122,0.122,0,1147.432,422,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:03.279750,-0.282,-0.855,0.482,-0.549,0.488,-0.061,305.842,0.328,-0.075,-0.87,-0.61,-0.976,-0.305,0,0.222,0.001,-0.93,1.341,0.061,0.488,0,-0.003,0.037,-1.069,0.976,0.488,0.244,0.829,-0.23,-0.055,1.064,0.183,0.061,0.122,1147.432,201,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:03.328886,-0.282,-0.855,0.482,-1.402,0.122,-0.122,305.842,0.328,-0.075,-0.87,-0.976,-1.098,-0.305,0,0.224,0.003,-0.936,1.28,0.305,0.549,0,-0.005,0.037,-1.065,0.549,0.244,0.244,0.829,-0.232,-0.055,1.064,0.244,0.427,0.244,1147.432,-3,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:03.382027,-0.271,-0.861,0.475,-0.915,0.488,0,305.842,0.327,-0.073,-0.875,-0.671,-1.037,-0.183,0,0.223,0.004,-0.934,1.159,0.061,0.549,0,-0.009,0.035,-1.068,0.854,0.488,0.305,0.829,-0.236,-0.052,1.063,0.488,0.671,0.061,1147.432,50,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:03.429158,-0.271,-0.861,0.477,-0.305,0.671,0.122,305.842,0.324,-0.071,-0.873,-0.427,-1.098,-0.183,0,0.223,0.004,-0.934,1.037,-0.061,0.488,0,-0.009,0.035,-1.068,1.22,0.61,0.305,0.829,-0.236,-0.052,1.063,0.122,0.122,0,1147.432,201,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:03.476284,-0.271,-0.861,0.477,-0.549,0.671,0,305.842,0.324,-0.071,-0.873,-0.366,-1.098,-0.183,0,0.222,0,-0.928,1.28,0.122,0.549,0,-0.005,0.036,-1.067,1.159,0.671,0.244,0.829,-0.231,-0.053,1.064,0.244,-0.183,0.061,1147.432,21,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:03.521908,-0.278,-0.857,0.477,-0.732,0.427,-0.061,305.842,0.325,-0.073,-0.868,-0.61,-0.915,-0.244,0,0.222,0,-0.928,1.22,0.183,0.549,0,-0.005,0.036,-1.067,0.854,0.549,0.305,0.829,-0.231,-0.053,1.064,0.244,0.061,0.122,1147.432,476,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:03.581569,-0.275,-0.86,0.476,-0.854,0.488,-0.061,305.842,0.328,-0.074,-0.875,-0.793,-0.854,-0.305,0,0.223,0.001,-0.936,0.671,0.183,0.305,0,-0.006,0.034,-1.068,0.793,-1.402,0.244,0.829,-0.232,-0.054,1.065,0.183,0.183,0.122,1147.432,131,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:03.681842,-0.271,-0.851,0.474,-0.61,0.549,0.061,305.842,0.327,-0.073,-0.872,-0.671,-1.098,-0.244,0,0.225,0.001,-0.935,1.159,0.305,0.549,0,-0.01,0.034,-1.066,0.915,-0.549,0.305,0.829,-0.233,-0.053,1.063,0.244,0.366,0.122,1147.432,349,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:03.758549,-0.275,-0.855,0.468,-3.963,2.683,0.183,305.842,0.324,-0.073,-0.869,-0.427,-0.915,-0.244,0,0.224,-0.001,-0.93,1.159,0.244,0.488,0,-0.009,0.034,-1.067,1.341,0.549,0.366,0.829,-0.232,-0.053,1.064,0.244,0.122,0.122,1147.432,-346,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:03.803669,-0.275,-0.855,0.468,-4.512,3.659,0.061,305.842,0.327,-0.073,-0.875,0.061,-0.854,-0.061,0,0.224,-0.001,-0.931,0.915,0.183,0.427,0,-0.008,0.031,-1.065,1.098,0.061,0.305,0.829,-0.232,-0.053,1.062,0.61,0.549,0.122,1147.432,236,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:03.853308,-0.293,-0.914,0.502,2.988,1.402,-0.183,305.842,0.327,-0.073,-0.875,-0.549,-1.159,-0.244,0,0.224,-0.001,-0.931,0.732,-0.122,0.366,0,-0.01,0.033,-1.07,0.244,0.061,0.244,0.829,-0.232,-0.053,1.062,0.305,0.427,0.122,1147.432,-53,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:03.900433,-0.263,-0.804,0.479,9.085,-4.146,0.305,305.842,0.326,-0.073,-0.872,-1.341,-1.341,-0.549,0,0.223,-0.003,-0.93,0.793,0.305,0.427,0,-0.01,0.033,-1.07,0.305,0.549,0.244,0.829,-0.231,-0.054,1.066,0.366,0,0.183,1147.432,-278,1,1,1,1,1,1,2,2,2,11
2018-07-11T13:41:03.978647,-0.245,-0.818,0.443,-7.134,-0.732,2.5,305.842,0.326,-0.071,-0.873,-0.915,-1.037,-0.366,0,0.226,-0.002,-0.937,1.098,0.549,0.549,0,-0.009,0.032,-1.065,0.671,0.732,0.244,0.829,-0.231,-0.052,1.063,0.427,0.549,0.183,1147.432,115,1,1,1,1,1,1,2,2,2,11
